,age_group,age,idx,household,school,workplace
2428,19-64,48,2428,1200,,
2429,19-64,57,2429,628,,health
2430,19-64,20,2430,1312,,public
2431,19-64,40,2431,946,,waste management
2432,19-64,41,2432,1425,,health
2433,19-64,43,2433,14,,public
2434,19-64,47,2434,177,,agriculture
2435,65-90,74,2435,1454,,
2436,19-64,49,2436,116,,manufacturing
2437,6-18,18,2437,328,0,
2438,6-18,10,2438,188,1,
2439,19-64,47,2439,1406,,construction
2440,19-64,29,2440,1397,,construction
2441,19-64,46,2441,1061,,
2442,6-18,16,2442,727,1,
2443,6-18,13,2443,386,1,
2444,6-18,17,2444,1956,1,
2445,19-64,43,2445,201,,public
2446,65-90,90,2446,1981,,
2447,19-64,40,2447,992,,health
2448,19-64,61,2448,1710,,information
2449,19-64,39,2449,377,,health
2450,6-18,7,2450,1046,1,
2451,19-64,50,2451,1480,,waste management
2452,19-64,58,2452,1699,,other
2453,19-64,26,2453,571,,manufacturing
2454,19-64,55,2454,1692,,construction
2455,19-64,44,2455,58,,arts
2456,65-90,86,2456,2046,,
2457,19-64,30,2457,107,,public
2458,65-90,80,2458,2012,,
2459,6-18,12,2459,677,0,
2460,19-64,23,2460,66,,health
2461,19-64,54,2461,3,,arts
2462,0-5,5,2462,1171,0,
2463,19-64,58,2463,678,,transportation
2464,65-90,71,2464,1725,,
2465,65-90,89,2465,1521,,
2466,0-5,3,2466,1731,,
2467,65-90,85,2467,1232,,
2468,19-64,43,2468,627,,other
2469,19-64,49,2469,432,,wholesale
2470,19-64,38,2470,1124,,
2471,6-18,6,2471,1508,1,
2472,6-18,8,2472,1553,1,
2473,6-18,10,2473,968,1,
2474,19-64,50,2474,2070,,
2475,19-64,51,2475,164,,manufacturing
2476,19-64,54,2476,666,,waste management
2477,6-18,8,2477,1071,0,
2478,65-90,84,2478,893,,
2479,19-64,53,2479,1296,,finance
2480,19-64,52,2480,254,,retail
2481,19-64,21,2481,252,,manufacturing
2482,19-64,30,2482,1460,1,schools
2483,0-5,2,2483,421,,
2484,6-18,13,2484,637,1,
2485,19-64,40,2485,925,,arts
2486,19-64,24,2486,824,,finance
2487,6-18,9,2487,1363,0,
2488,19-64,60,2488,347,,retail
2489,6-18,12,2489,1046,1,
2490,19-64,36,2490,760,,information
2491,19-64,47,2491,1415,,health
2492,19-64,49,2492,1601,,retail
2493,19-64,56,2493,1502,,retail
2494,6-18,8,2494,187,0,
2495,19-64,61,2495,563,,
2496,19-64,60,2496,1221,,waste management
2497,19-64,52,2497,2079,,health
2498,19-64,37,2498,1383,,public
2499,19-64,40,2499,824,,public
2500,65-90,84,2500,1518,,
2501,19-64,32,2501,494,,manufacturing
2502,6-18,9,2502,932,0,
2503,6-18,10,2503,1891,1,
2504,65-90,66,2504,714,,
2505,6-18,17,2505,441,0,
2506,65-90,74,2506,1269,,
2507,0-5,5,2507,1051,1,
2508,19-64,63,2508,575,,construction
2509,19-64,42,2509,176,,retail
2510,6-18,10,2510,1045,0,
2511,19-64,50,2511,1803,,manufacturing
2512,19-64,44,2512,1824,,waste management
2513,19-64,44,2513,1427,,health
2514,6-18,10,2514,966,1,
2515,19-64,22,2515,868,1,schools
2516,0-5,4,2516,1155,,
2517,19-64,36,2517,400,,manufacturing
2518,65-90,80,2518,1896,,
2519,19-64,37,2519,389,,finance
2520,19-64,57,2520,977,,waste management
2521,19-64,29,2521,1225,,other
2522,19-64,47,2522,999,,waste management
2523,6-18,6,2523,1781,1,
2524,65-90,87,2524,1741,,
2525,6-18,7,2525,1969,1,
2526,19-64,43,2526,876,,retail
2527,6-18,12,2527,192,0,
2528,19-64,46,2528,788,,agriculture
2529,19-64,61,2529,1902,,retail
2530,0-5,3,2530,1698,,
2531,19-64,63,2531,1533,,waste management
2532,19-64,35,2532,579,,manufacturing
2533,19-64,21,2533,54,,health
2534,65-90,90,2534,49,,
2535,19-64,28,2535,151,,finance
2536,65-90,84,2536,861,,
2537,19-64,23,2537,1317,,waste management
2538,19-64,53,2538,961,,retail
2539,19-64,43,2539,1267,,manufacturing
2540,19-64,61,2540,1917,,construction
2541,19-64,43,2541,884,,other
2542,6-18,11,2542,1508,1,
2543,19-64,56,2543,1671,,transportation
2544,19-64,51,2544,1331,,finance
2545,19-64,51,2545,1952,,health
2546,19-64,44,2546,1016,,waste management
2547,6-18,7,2547,1066,1,
2548,6-18,16,2548,596,1,
2549,19-64,58,2549,711,,other
2550,19-64,30,2550,648,,arts
2551,19-64,52,2551,731,,waste management
2552,19-64,19,2552,597,,other
2553,19-64,33,2553,1474,,
2554,19-64,62,2554,204,,retail
2555,19-64,21,2555,626,,arts
2556,19-64,33,2556,1009,,construction
2557,19-64,39,2557,704,,finance
2558,19-64,20,2558,90,,retail
2559,19-64,49,2559,1045,,health
2560,65-90,84,2560,375,,
2561,19-64,61,2561,262,,arts
2562,6-18,16,2562,852,1,
2563,19-64,60,2563,1201,,
2564,19-64,25,2564,607,,health
2565,6-18,18,2565,619,1,
2566,19-64,38,2566,965,,construction
2567,19-64,61,2567,17,,manufacturing
2568,19-64,27,2568,942,,waste management
2569,19-64,59,2569,2017,,construction
2570,19-64,56,2570,800,,public
2571,65-90,74,2571,1429,,
2572,19-64,44,2572,437,,other
2573,6-18,11,2573,1885,1,
2574,19-64,48,2574,603,,health
2575,19-64,39,2575,421,,manufacturing
2576,19-64,53,2576,145,,public
2577,6-18,14,2577,10,0,
2578,19-64,39,2578,1586,,manufacturing
2579,19-64,22,2579,721,,public
2580,19-64,38,2580,1889,,waste management
2581,19-64,23,2581,1046,,waste management
2582,19-64,53,2582,1831,,
2583,0-5,1,2583,504,,
2584,19-64,61,2584,1114,,public
2585,19-64,41,2585,557,,public
2586,65-90,68,2586,43,,
2587,65-90,80,2587,2070,,
2588,6-18,18,2588,909,1,
2589,19-64,41,2589,1208,,waste management
2590,6-18,13,2590,1979,0,
2591,19-64,23,2591,715,,retail
2592,65-90,78,2592,1362,,
2593,19-64,26,2593,100,,manufacturing
2594,19-64,39,2594,19,,public
2595,19-64,48,2595,693,,information
2596,19-64,29,2596,985,,construction
2597,6-18,11,2597,552,0,
2598,65-90,81,2598,1222,,
2599,19-64,62,2599,1396,,waste management
2600,19-64,57,2600,801,,arts
2601,19-64,52,2601,227,,retail
2602,65-90,85,2602,1920,,
2603,6-18,6,2603,1427,1,
2604,6-18,15,2604,833,1,
2605,65-90,73,2605,2082,,
2606,19-64,30,2606,341,,other
2607,19-64,47,2607,402,,arts
2608,65-90,77,2608,1412,,
2609,65-90,78,2609,378,,
2610,19-64,38,2610,234,,construction
2611,19-64,32,2611,1668,,finance
2612,19-64,40,2612,1117,,construction
2613,19-64,53,2613,1763,,waste management
2614,19-64,60,2614,1871,,finance
2615,65-90,77,2615,2016,,
2616,65-90,68,2616,2029,,
2617,19-64,44,2617,1130,,manufacturing
2618,19-64,19,2618,1576,,arts
2619,65-90,77,2619,1650,,
2620,6-18,11,2620,1784,1,
2621,65-90,76,2621,2072,,
2622,19-64,57,2622,1969,,transportation
2623,65-90,70,2623,1844,,
2624,19-64,55,2624,2030,,transportation
2625,65-90,65,2625,1735,,construction
2626,19-64,27,2626,1250,,retail
2627,6-18,11,2627,1389,1,
2628,19-64,64,2628,699,,waste management
2629,6-18,6,2629,1104,1,
2630,65-90,65,2630,1713,,manufacturing
2631,6-18,14,2631,1626,0,
2632,65-90,67,2632,761,,
2633,19-64,55,2633,1990,,
2634,6-18,15,2634,181,1,
2635,19-64,27,2635,320,,wholesale
2636,6-18,12,2636,575,1,
2637,19-64,37,2637,499,,other
2638,19-64,27,2638,983,,other
2639,65-90,71,2639,1353,,
2640,19-64,21,2640,439,,retail
2641,19-64,42,2641,1312,,health
2642,19-64,44,2642,906,,health
2643,19-64,54,2643,427,,information
2644,19-64,35,2644,199,,waste management
2645,19-64,33,2645,647,,retail
2646,0-5,2,2646,723,,
2647,19-64,36,2647,294,,waste management
2648,6-18,11,2648,724,1,
2649,19-64,46,2649,1569,,waste management
2650,65-90,88,2650,645,,
2651,0-5,4,2651,1222,,
2652,0-5,0,2652,1788,,
2653,19-64,23,2653,333,,waste management
2654,65-90,83,2654,95,,
2655,19-64,48,2655,1269,,waste management
2656,0-5,1,2656,530,,
2657,6-18,14,2657,745,0,
2658,19-64,62,2658,666,,arts
2659,6-18,15,2659,1381,0,
2660,19-64,22,2660,1425,,retail
2661,19-64,22,2661,174,,waste management
2662,19-64,25,2662,284,,waste management
2663,19-64,58,2663,1492,,construction
2664,19-64,24,2664,1433,,construction
2665,19-64,27,2665,406,,waste management
2666,6-18,6,2666,233,1,
2667,19-64,19,2667,1373,,arts
2668,0-5,5,2668,207,1,
2669,19-64,25,2669,932,,other
2670,6-18,13,2670,1885,0,
2671,65-90,85,2671,1238,,
2672,0-5,2,2672,937,,
2673,0-5,2,2673,124,,
2674,65-90,74,2674,1683,,
2675,19-64,24,2675,549,,waste management
2676,19-64,23,2676,1538,,retail
2677,0-5,2,2677,972,,
2678,0-5,1,2678,272,,
2679,65-90,89,2679,349,,
2680,19-64,48,2680,624,,agriculture
2681,6-18,16,2681,1554,0,
2682,65-90,78,2682,1870,,
2683,19-64,31,2683,766,,arts
2684,19-64,61,2684,373,,construction
2685,65-90,75,2685,943,,
2686,19-64,43,2686,46,,manufacturing
2687,19-64,19,2687,466,,wholesale
2688,19-64,20,2688,1054,,waste management
2689,19-64,52,2689,920,,health
2690,19-64,32,2690,637,,arts
2691,19-64,24,2691,1785,,wholesale
2692,6-18,16,2692,1449,1,
2693,19-64,42,2693,1332,,public
2694,6-18,16,2694,584,1,
2695,65-90,77,2695,1154,,
2696,19-64,22,2696,658,,arts
2697,19-64,60,2697,748,,agriculture
2698,65-90,72,2698,1829,,
2699,19-64,62,2699,289,,manufacturing
2700,19-64,37,2700,1014,,arts
2701,19-64,59,2701,29,,health
2702,65-90,82,2702,638,,
2703,6-18,7,2703,603,1,
2704,19-64,30,2704,1388,,arts
2705,19-64,46,2705,485,,arts
2706,19-64,30,2706,670,,
2707,6-18,10,2707,1136,1,
2708,65-90,75,2708,959,,
2709,65-90,84,2709,1407,,
2710,65-90,66,2710,993,,
2711,65-90,70,2711,2040,,
2712,0-5,1,2712,549,,
2713,19-64,52,2713,1062,,waste management
2714,19-64,28,2714,1218,,transportation
2715,19-64,46,2715,1455,,health
2716,19-64,63,2716,416,,waste management
2717,65-90,78,2717,1988,,
2718,6-18,16,2718,464,1,
2719,65-90,70,2719,1997,,
2720,19-64,26,2720,1532,,arts
2721,19-64,21,2721,402,,health
2722,6-18,15,2722,1479,1,
2723,0-5,5,2723,965,1,
2724,65-90,87,2724,1089,,
2725,6-18,14,2725,1810,1,
2726,6-18,13,2726,972,1,
2727,19-64,37,2727,767,1,schools
2728,6-18,9,2728,1677,1,
2729,19-64,43,2729,1635,,construction
2730,19-64,35,2730,216,,waste management
2731,19-64,55,2731,1298,0,schools
2732,65-90,67,2732,2075,,
2733,19-64,26,2733,686,,health
2734,0-5,2,2734,1594,,
2735,6-18,13,2735,1227,1,
2736,19-64,37,2736,1372,,construction
2737,19-64,19,2737,311,,waste management
2738,6-18,11,2738,1977,1,
2739,19-64,63,2739,1505,,manufacturing
2740,19-64,41,2740,1823,,retail
2741,0-5,0,2741,438,,
2742,65-90,85,2742,729,,
2743,65-90,89,2743,337,,
2744,19-64,48,2744,63,1,schools
2745,19-64,47,2745,1339,,waste management
2746,0-5,3,2746,1390,,
2747,19-64,23,2747,1316,,construction
2748,19-64,60,2748,2036,,health
2749,19-64,61,2749,436,,retail
2750,19-64,57,2750,1798,,arts
2751,19-64,36,2751,59,,retail
2752,19-64,29,2752,1169,,health
2753,0-5,2,2753,1478,,
2754,19-64,43,2754,499,,health
2755,19-64,58,2755,1129,,other
2756,19-64,36,2756,234,,wholesale
2757,65-90,81,2757,1327,,
2758,6-18,12,2758,1628,1,
2759,19-64,25,2759,1696,,manufacturing
2760,65-90,77,2760,2092,,
2761,19-64,54,2761,1764,0,schools
2762,19-64,61,2762,2053,,wholesale
2763,0-5,0,2763,1550,,
2764,65-90,67,2764,1850,,
2765,65-90,82,2765,803,,
2766,19-64,47,2766,2,,finance
2767,6-18,8,2767,1810,1,
2768,19-64,63,2768,432,,construction
2769,19-64,41,2769,672,,construction
2770,0-5,3,2770,517,,
2771,19-64,54,2771,753,,health
2772,19-64,51,2772,1676,,health
2773,19-64,40,2773,544,,other
2774,6-18,15,2774,488,1,
2775,6-18,16,2775,1789,1,
2776,65-90,79,2776,1318,,
2777,19-64,43,2777,558,,other
2778,19-64,39,2778,121,,arts
2779,19-64,27,2779,315,,health
2780,19-64,62,2780,636,,health
2781,65-90,78,2781,1534,,
2782,6-18,16,2782,918,1,
2783,19-64,50,2783,1620,,health
2784,65-90,89,2784,443,,
2785,19-64,47,2785,1101,,health
2786,19-64,40,2786,748,,construction
2787,19-64,52,2787,1428,,construction
2788,65-90,65,2788,1280,,waste management
2789,19-64,53,2789,243,,
2790,19-64,40,2790,897,,retail
2791,19-64,55,2791,538,,transportation
2792,19-64,21,2792,1504,,
2793,19-64,32,2793,1739,,waste management
2794,19-64,49,2794,886,,transportation
2795,0-5,1,2795,488,,
2796,19-64,19,2796,1361,,construction
2797,19-64,23,2797,1361,,manufacturing
2798,19-64,52,2798,523,,health
2799,6-18,12,2799,852,1,
2800,19-64,62,2800,1805,,transportation
2801,19-64,44,2801,965,,
2802,19-64,60,2802,1728,,waste management
2803,19-64,32,2803,166,,health
2804,6-18,6,2804,541,1,
2805,6-18,8,2805,1598,1,
2806,65-90,80,2806,2054,,
2807,19-64,20,2807,235,,arts
2808,65-90,65,2808,862,,other
2809,19-64,56,2809,1151,,public
2810,19-64,56,2810,1994,,health
2811,65-90,89,2811,909,,
2812,19-64,42,2812,720,,waste management
2813,19-64,32,2813,962,,public
2814,65-90,89,2814,2070,,
2815,0-5,3,2815,317,,
2816,19-64,24,2816,559,,manufacturing
2817,19-64,27,2817,1226,,manufacturing
2818,6-18,13,2818,1058,0,
2819,0-5,2,2819,1306,,
2820,19-64,46,2820,962,,transportation
2821,6-18,7,2821,28,1,
2822,19-64,52,2822,1577,,waste management
2823,65-90,81,2823,671,,
2824,19-64,51,2824,433,,waste management
2825,19-64,23,2825,814,,public
2826,19-64,56,2826,1550,,manufacturing
2827,0-5,5,2827,1189,1,
2828,19-64,49,2828,559,,health
2829,19-64,53,2829,714,,finance
2830,19-64,64,2830,1392,,transportation
2831,0-5,1,2831,1411,,
2832,65-90,73,2832,459,,
2833,6-18,9,2833,1990,0,
2834,19-64,28,2834,86,,arts
2835,65-90,80,2835,415,,
2836,19-64,21,2836,683,,finance
2837,6-18,6,2837,1469,1,
2838,19-64,33,2838,1334,,wholesale
2839,19-64,24,2839,461,,public
2840,19-64,31,2840,807,,health
2841,19-64,43,2841,1365,,health
2842,65-90,84,2842,1965,,
2843,6-18,8,2843,870,0,
2844,19-64,36,2844,144,,health
2845,0-5,5,2845,1138,1,
2846,65-90,70,2846,1887,,
2847,6-18,6,2847,1879,1,
2848,6-18,18,2848,13,1,
2849,19-64,54,2849,1328,,transportation
2850,19-64,58,2850,691,,health
2851,19-64,21,2851,46,,waste management
2852,19-64,45,2852,1326,,wholesale
2853,19-64,51,2853,559,,health
2854,19-64,41,2854,84,,arts
2855,19-64,58,2855,696,,arts
2856,19-64,60,2856,941,,health
2857,19-64,40,2857,158,,manufacturing
2858,0-5,3,2858,1604,,
2859,19-64,22,2859,1456,,retail
2860,19-64,43,2860,967,,public
2861,0-5,0,2861,1290,,
2862,19-64,61,2862,80,,arts
2863,0-5,4,2863,1901,,
2864,19-64,36,2864,1153,,manufacturing
2865,19-64,35,2865,1674,,retail
2866,19-64,35,2866,551,,construction
2867,19-64,23,2867,1635,,arts
2868,19-64,64,2868,1886,,
2869,65-90,89,2869,368,,
2870,6-18,14,2870,389,0,
2871,6-18,17,2871,1837,1,
2872,19-64,29,2872,449,,retail
2873,19-64,50,2873,1896,,arts
2874,19-64,25,2874,1189,,transportation
2875,19-64,20,2875,1321,,health
2876,19-64,21,2876,283,,waste management
2877,19-64,25,2877,479,,health
2878,0-5,1,2878,1036,,
2879,0-5,5,2879,720,0,
2880,19-64,43,2880,207,,waste management
2881,65-90,79,2881,1749,,
2882,19-64,54,2882,2030,,construction
2883,19-64,52,2883,1386,,arts
2884,65-90,74,2884,1837,,
2885,19-64,35,2885,18,,manufacturing
2886,19-64,52,2886,1615,,arts
2887,19-64,63,2887,970,,finance
2888,19-64,37,2888,333,,arts
2889,19-64,53,2889,1123,,waste management
2890,19-64,53,2890,1372,,health
2891,19-64,25,2891,650,,construction
2892,19-64,38,2892,483,,health
2893,19-64,57,2893,1736,,health
2894,19-64,31,2894,136,,public
2895,19-64,28,2895,630,,public
2896,19-64,37,2896,1118,,waste management
2897,19-64,25,2897,492,,retail
2898,65-90,66,2898,1518,,
2899,6-18,15,2899,1374,1,
2900,19-64,24,2900,126,,manufacturing
2901,19-64,32,2901,590,,health
2902,19-64,52,2902,1043,,wholesale
2903,6-18,7,2903,101,1,
2904,19-64,53,2904,1929,,health
2905,19-64,23,2905,1800,,construction
2906,0-5,2,2906,1081,,
2907,65-90,69,2907,188,,
2908,6-18,17,2908,1473,0,
2909,6-18,15,2909,467,1,
2910,6-18,17,2910,1204,1,
2911,65-90,74,2911,2076,,
2912,6-18,15,2912,631,1,
2913,19-64,25,2913,1841,,manufacturing
2914,19-64,22,2914,231,,public
2915,19-64,31,2915,1538,,retail
2916,6-18,7,2916,639,1,
2917,19-64,60,2917,635,,retail
2918,19-64,19,2918,1194,,health
2919,19-64,34,2919,882,,finance
2920,19-64,54,2920,1870,,retail
2921,19-64,57,2921,304,,retail
2922,19-64,50,2922,768,,manufacturing
2923,19-64,63,2923,1360,,public
2924,6-18,11,2924,600,0,
2925,65-90,81,2925,1432,,
2926,19-64,44,2926,853,,health
2927,6-18,12,2927,2029,1,
2928,19-64,27,2928,1493,,waste management
2929,65-90,83,2929,529,,
2930,65-90,86,2930,1673,,
2931,19-64,28,2931,935,,waste management
2932,19-64,55,2932,1564,,health
2933,65-90,66,2933,594,,
2934,19-64,21,2934,815,,other
2935,19-64,59,2935,190,,retail
2936,65-90,74,2936,1807,,
2937,19-64,25,2937,1464,,manufacturing
2938,19-64,38,2938,746,,waste management
2939,19-64,45,2939,1246,,retail
2940,65-90,76,2940,194,,
2941,6-18,8,2941,506,1,
2942,19-64,33,2942,257,,health
2943,6-18,13,2943,2029,0,
2944,65-90,69,2944,2056,,
2945,19-64,24,2945,1652,,transportation
2946,19-64,48,2946,1456,,waste management
2947,19-64,48,2947,718,,retail
2948,65-90,69,2948,2021,,
2949,0-5,3,2949,1935,,
2950,6-18,15,2950,1023,1,
2951,65-90,87,2951,2064,,
2952,19-64,49,2952,1278,,manufacturing
2953,19-64,21,2953,1196,,health
2954,19-64,56,2954,1840,,public
2955,19-64,45,2955,360,,health
2956,6-18,18,2956,213,1,
2957,19-64,40,2957,1435,,arts
2958,6-18,13,2958,687,1,
2959,19-64,55,2959,835,,manufacturing
2960,19-64,53,2960,1585,,health
2961,19-64,64,2961,2030,,arts
2962,19-64,32,2962,191,,health
2963,65-90,70,2963,2087,,
2964,6-18,8,2964,582,0,
2965,19-64,43,2965,510,,agriculture
2966,19-64,42,2966,479,,health
2967,19-64,49,2967,874,,retail
2968,19-64,24,2968,675,,health
2969,19-64,31,2969,912,,health
2970,6-18,10,2970,100,0,
2971,65-90,90,2971,752,,
2972,65-90,72,2972,1131,,
2973,19-64,51,2973,541,,health
2974,19-64,30,2974,1665,,health
2975,0-5,1,2975,1155,,
2976,19-64,28,2976,129,,waste management
2977,19-64,45,2977,570,,health
2978,19-64,23,2978,440,,manufacturing
2979,19-64,22,2979,1117,,waste management
2980,65-90,84,2980,230,,
2981,6-18,11,2981,215,0,
2982,19-64,20,2982,1824,,transportation
2983,6-18,18,2983,384,1,
2984,19-64,57,2984,1432,,arts
2985,65-90,72,2985,1960,,
2986,19-64,34,2986,1123,,health
2987,19-64,46,2987,452,,wholesale
2988,19-64,19,2988,1522,,arts
2989,19-64,62,2989,974,0,schools
2990,65-90,82,2990,2061,,
2991,19-64,59,2991,763,,retail
2992,19-64,53,2992,1446,,health
2993,65-90,76,2993,1675,,
2994,19-64,45,2994,111,,other
2995,19-64,62,2995,339,,waste management
2996,19-64,48,2996,520,,arts
2997,65-90,68,2997,2091,,
2998,6-18,6,2998,523,0,
2999,19-64,34,2999,875,,health
3000,19-64,38,3000,90,,health
3001,19-64,43,3001,615,,construction
3002,0-5,4,3002,417,,
3003,19-64,31,3003,148,,arts
3004,6-18,7,3004,429,1,
3005,0-5,5,3005,710,1,
3006,65-90,65,3006,1808,,health
3007,19-64,58,3007,563,,finance
3008,6-18,17,3008,1197,0,
3009,19-64,41,3009,46,,waste management
3010,19-64,52,3010,612,,waste management
3011,65-90,81,3011,2082,,
3012,6-18,15,3012,1051,1,
3013,19-64,33,3013,452,,wholesale
3014,19-64,47,3014,522,,waste management
3015,19-64,26,3015,845,,transportation
3016,19-64,49,3016,973,,other
3017,6-18,16,3017,32,1,
3018,6-18,17,3018,1099,1,
3019,19-64,49,3019,1189,,manufacturing
3020,19-64,36,3020,96,,manufacturing
3021,19-64,51,3021,984,,finance
3022,0-5,3,3022,1931,,
3023,19-64,61,3023,1354,,arts
3024,19-64,53,3024,1376,,transportation
3025,0-5,2,3025,1773,,
3026,19-64,35,3026,1182,,construction
3027,6-18,17,3027,780,0,
3028,6-18,15,3028,1488,0,
3029,6-18,16,3029,273,0,
3030,19-64,33,3030,1011,,health
3031,19-64,28,3031,326,,arts
3032,19-64,51,3032,2051,,finance
3033,19-64,64,3033,1354,,information
3034,65-90,75,3034,647,,
3035,6-18,7,3035,1614,1,
3036,6-18,15,3036,402,1,
3037,6-18,11,3037,1815,1,
3038,19-64,47,3038,1396,,manufacturing
3039,65-90,89,3039,1636,,
3040,19-64,53,3040,1398,,manufacturing
3041,19-64,42,3041,1690,,transportation
3042,19-64,21,3042,1388,,waste management
3043,6-18,16,3043,824,0,
3044,6-18,6,3044,1320,1,
3045,19-64,20,3045,550,,manufacturing
3046,19-64,48,3046,1173,,construction
3047,19-64,57,3047,1976,,health
3048,19-64,30,3048,1579,,construction
3049,19-64,50,3049,2065,,other
3050,6-18,17,3050,397,1,
3051,6-18,15,3051,1842,0,
3052,65-90,75,3052,1825,,
3053,65-90,67,3053,2027,,
3054,65-90,87,3054,1582,,
3055,19-64,37,3055,597,,finance
3056,65-90,77,3056,355,,
3057,19-64,22,3057,1194,,waste management
3058,6-18,17,3058,1596,1,
3059,65-90,86,3059,806,,
3060,6-18,8,3060,448,1,
3061,19-64,24,3061,1136,,construction
3062,65-90,90,3062,1015,,
3063,19-64,24,3063,1212,,construction
3064,6-18,7,3064,885,1,
3065,19-64,37,3065,132,,waste management
3066,0-5,5,3066,1873,0,
3067,19-64,24,3067,724,,finance
3068,6-18,9,3068,313,1,
3069,19-64,31,3069,1684,,construction
3070,65-90,78,3070,657,,
3071,19-64,28,3071,575,,finance
3072,65-90,86,3072,1527,,
3073,6-18,16,3073,1648,1,
3074,19-64,63,3074,1849,,health
3075,19-64,52,3075,277,,retail
3076,19-64,53,3076,1512,,arts
3077,19-64,50,3077,1471,,construction
3078,0-5,5,3078,305,1,
3079,19-64,33,3079,164,,health
3080,19-64,23,3080,1243,,other
3081,19-64,32,3081,1631,,manufacturing
3082,65-90,69,3082,986,,
3083,19-64,39,3083,624,,health
3084,19-64,51,3084,1986,,health
3085,65-90,71,3085,1002,,
3086,19-64,50,3086,740,,health
3087,0-5,1,3087,46,,
3088,65-90,73,3088,1656,,
3089,19-64,33,3089,555,,retail
3090,0-5,2,3090,1390,,
3091,19-64,48,3091,1271,,health
3092,19-64,45,3092,1394,,health
3093,65-90,69,3093,65,,
3094,19-64,37,3094,834,1,schools
3095,19-64,51,3095,712,,arts
3096,19-64,19,3096,46,,retail
3097,19-64,34,3097,1857,,transportation
3098,19-64,63,3098,1757,,health
3099,65-90,71,3099,2070,,
3100,19-64,34,3100,365,,construction
3101,65-90,85,3101,988,,
3102,19-64,35,3102,1334,,manufacturing
3103,6-18,12,3103,469,1,
3104,0-5,1,3104,1551,,
3105,19-64,42,3105,543,,retail
3106,19-64,62,3106,1344,,manufacturing
3107,6-18,14,3107,520,1,
3108,19-64,48,3108,506,,other
3109,65-90,83,3109,914,,
3110,0-5,2,3110,1919,,
3111,19-64,57,3111,955,,public
3112,19-64,22,3112,47,,retail
3113,19-64,30,3113,209,0,schools
3114,65-90,79,3114,1318,,
3115,19-64,38,3115,538,,construction
3116,19-64,64,3116,492,,arts
3117,0-5,1,3117,867,,
3118,0-5,4,3118,856,,
3119,6-18,8,3119,987,1,
3120,19-64,26,3120,837,,retail
3121,19-64,30,3121,985,,
3122,6-18,14,3122,1351,1,
3123,19-64,45,3123,210,,construction
3124,65-90,65,3124,1474,,wholesale
3125,19-64,27,3125,1297,,retail
3126,19-64,24,3126,138,,health
3127,0-5,5,3127,164,1,
3128,19-64,58,3128,2065,,other
3129,19-64,56,3129,2068,,arts
3130,19-64,23,3130,211,,health
3131,65-90,90,3131,368,,
3132,19-64,19,3132,611,,arts
3133,19-64,25,3133,251,,public
3134,19-64,41,3134,1097,,manufacturing
3135,19-64,60,3135,189,,arts
3136,19-64,34,3136,64,,public
3137,6-18,13,3137,1785,1,
3138,0-5,1,3138,1841,,
3139,19-64,60,3139,1496,,health
3140,0-5,2,3140,1017,,
3141,65-90,86,3141,1132,,
3142,6-18,14,3142,79,1,
3143,19-64,62,3143,679,,health
3144,19-64,21,3144,95,,arts
3145,19-64,24,3145,101,,arts
3146,0-5,0,3146,1014,,
3147,65-90,70,3147,672,,
3148,6-18,6,3148,1361,0,
3149,65-90,80,3149,2078,,
3150,6-18,8,3150,1224,0,
3151,19-64,27,3151,930,,waste management
3152,65-90,87,3152,902,,
3153,6-18,12,3153,1652,1,
3154,19-64,61,3154,1024,,manufacturing
3155,19-64,63,3155,819,,finance
3156,19-64,53,3156,2069,,retail
3157,19-64,46,3157,1466,,construction
3158,19-64,40,3158,441,,wholesale
3159,65-90,83,3159,1679,,
3160,0-5,2,3160,1714,,
3161,65-90,71,3161,1377,,
3162,19-64,41,3162,593,,waste management
3163,6-18,18,3163,1291,1,
3164,19-64,28,3164,703,,finance
3165,19-64,22,3165,298,,arts
3166,19-64,21,3166,572,,manufacturing
3167,0-5,2,3167,1216,,
3168,19-64,45,3168,810,,health
3169,19-64,27,3169,527,,retail
3170,6-18,12,3170,1981,0,
3171,19-64,23,3171,1714,,finance
3172,19-64,38,3172,890,,arts
3173,19-64,33,3173,1793,,manufacturing
3174,6-18,11,3174,1969,0,
3175,6-18,8,3175,1741,0,
3176,19-64,64,3176,598,,
3177,19-64,52,3177,1202,,arts
3178,0-5,2,3178,1633,,
3179,19-64,52,3179,418,,arts
3180,19-64,59,3180,1950,,transportation
3181,19-64,48,3181,185,,waste management
3182,19-64,19,3182,796,,finance
3183,0-5,4,3183,1473,,
3184,19-64,21,3184,641,,construction
3185,19-64,52,3185,1868,,retail
3186,19-64,42,3186,1140,,manufacturing
3187,65-90,81,3187,2008,,
3188,19-64,63,3188,480,,waste management
3189,65-90,87,3189,1506,,
3190,6-18,15,3190,1884,1,
3191,19-64,57,3191,754,,arts
3192,19-64,22,3192,1207,,health
3193,19-64,23,3193,604,,manufacturing
3194,0-5,1,3194,812,,
3195,19-64,22,3195,791,,health
3196,19-64,35,3196,1058,,public
3197,19-64,51,3197,1363,,health
3198,19-64,50,3198,171,,arts
3199,19-64,35,3199,1054,,wholesale
3200,19-64,42,3200,275,,waste management
3201,6-18,7,3201,1054,1,
3202,6-18,8,3202,336,1,
3203,19-64,40,3203,1914,,retail
